iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.124481941978,0.124437603599,0.124433639076,0.5,0.5,0.5,4.768128401
10,0.102685670888,0.112588547181,0.10544863739,0.698497715382,0.675609939732,0.689723564178,131.284831732
20,0.0708302040727,0.0834853515293,0.0830220961395,0.769020213094,0.736593564287,0.729956841528,241.324000889
30,0.0558221148099,0.0743361489884,0.0744639344373,0.783885627083,0.726973380303,0.72651932691,345.159327547
40,0.0481115630897,0.070815081874,0.0708522965063,0.812362668651,0.74252933314,0.738504651906,442.430900216
50,0.0433708526717,0.0694792415318,0.0683055391675,0.826557203097,0.74487667423,0.74083720328,538.389527041
60,0.0403838635552,0.068439645433,0.067294928499,0.836621521107,0.754076163577,0.746466743896,634.299499487
70,0.0381053762935,0.0673413607403,0.0671386349937,0.839885883924,0.748665475623,0.740526884575,731.305119873
80,0.0365063271329,0.066556942484,0.066919066929,0.842841475298,0.747688354213,0.738368144341,831.49296823
90,0.0353718904859,0.0666873403569,0.0666877329661,0.849301819399,0.745160586867,0.741998121886,925.706201973
100,0.0343513383117,0.0670064468673,0.0665911425513,0.852905137145,0.747384494201,0.743708794576,1021.26073029
110,0.0334827500867,0.0669743837693,0.0662839470908,0.854683478806,0.746590648671,0.740893354633,1127.75511863
120,0.0328819939343,0.0670663859752,0.0659605379448,0.85805029675,0.750075590052,0.744225066905,1225.42344779
130,0.0322564489203,0.067540014251,0.0659391850571,0.862966830504,0.748814556004,0.74548767205,1312.05841414
140,0.0317268453986,0.0679952016196,0.066060089672,0.864747140654,0.748499297492,0.746900079468,1398.44427121
150,0.0313031539487,0.068717245544,0.066170176872,0.867086501467,0.745335313873,0.746378450058,1484.92451395
160,0.0308799001703,0.0686894726899,0.0661705724118,0.865572921476,0.745484394254,0.742372627565,1572.93789882
170,0.030541733281,0.0688354662522,0.0663155763732,0.869820684781,0.749298842272,0.746228647787,1661.94356669
180,0.0302068357155,0.0690897396242,0.0664905284464,0.872357784926,0.746126309778,0.746597796384,1747.58951282
190,0.029867010522,0.0694188097121,0.0665580896518,0.874136126587,0.744696247974,0.746074827705,1828.25247948
200,0.0296254696739,0.0695428012442,0.0666415179146,0.873578388249,0.744696247974,0.744151505039,1909.87787486
210,0.0293582171214,0.0697045437916,0.0667423004511,0.876075415597,0.746923004933,0.74482025818,1989.70362739
220,0.0291309656411,0.0696911266953,0.0668939230847,0.875398771195,0.744380989462,0.74482159745,2069.91817814
230,0.028916170085,0.0697427806855,0.0673842274757,0.877181705995,0.742644218021,0.74349078752,2154.57102184
240,0.0287032663985,0.0698894088207,0.0673012921489,0.878967921609,0.746132009028,0.745200120939,2236.23069712
250,0.0285118355009,0.0697507846406,0.0674317410399,0.87602812501,0.746123460153,0.741789489721,2321.37628641
260,0.028328863803,0.0696950210655,0.067762487111,0.87991851396,0.750095537427,0.745644170673,2403.70466084
270,0.02816344735,0.0703673681208,0.0677148821131,0.880471659159,0.748355916361,0.743715490927,2486.72802317
280,0.0381772258362,0.0791845798434,0.0762575002899,0.867231607172,0.740030062044,0.73535220585,2565.56598643
290,0.0280192056997,0.0709016141459,0.0677062641791,0.880669398491,0.745183383867,0.743933497983,2643.47769122
300,0.0279113436199,0.0710301177094,0.0677284063427,0.880231878542,0.74645296679,0.743270101923,2721.77657299
310,0.0278048833158,0.0713578934524,0.0679692796249,0.880787648392,0.747089183064,0.74283007,2802.26394065
320,0.0276480586233,0.0712727594958,0.0678413768006,0.881855834482,0.746773924552,0.743272780463,2888.40167521
330,0.0275116678591,0.0710761449541,0.0681905966917,0.881811168546,0.745186233492,0.742236217995,2971.26599233
340,0.0273755534556,0.0713160141921,0.068166650504,0.884789725616,0.747573469331,0.744979435343,3052.83807368
350,0.0272855724812,0.0716077767716,0.0681965166307,0.884549945,0.747888727843,0.744164897741,3135.80076339
360,0.0271644758689,0.0717115786407,0.0684576797913,0.887567918703,0.748209685605,0.744839007963,3216.92803182
370,0.0270510164142,0.0717624355892,0.0684821821205,0.884863309582,0.746607746421,0.742904971136,3302.30615369
380,0.0268897149175,0.0716333843776,0.0684755507665,0.887406971354,0.748522094492,0.747203701821,3382.62355384
390,0.0268481099292,0.0716837133055,0.0685526694084,0.884863965745,0.74724111307,0.743716830197,3466.09670895
400,0.0267103113706,0.0718405405015,0.0686221992891,0.888274137298,0.747097731938,0.745277700615,3547.90754899
410,0.0266230722522,0.0720428198411,0.0686149903755,0.88871231341,0.750273114058,0.746537627221,3627.93670481
420,0.0264928927322,0.0718347551827,0.0686207564662,0.886565442626,0.748519244867,0.744531367799,3709.38670374
430,0.0263621042809,0.0727404409289,0.0686680112349,0.888709688759,0.7474186897,0.745943775216,3788.94834201
440,0.0262697599801,0.0729099094634,0.0686392441716,0.889105823585,0.746942952307,0.746092238217,3872.7943394
450,0.0261781802193,0.0729847774331,0.0687491365531,0.889660281109,0.74567621901,0.746387824949,3954.90420055
460,0.0261008445855,0.0733243589936,0.0691095605112,0.892876650308,0.745842397141,0.749136399378,4036.27587457
470,0.0260392732039,0.0736212868318,0.0691361802302,0.891520736852,0.742509385765,0.747650430095,4121.98537294
480,0.0259901285105,0.0739136706634,0.0694355620251,0.891165330985,0.742509385765,0.746024033432,4204.54690101
490,0.0259067650177,0.0737414197873,0.0696916707384,0.891759861306,0.742509385765,0.746468083166,4286.5803356
500,0.0258888394366,0.0736496783208,0.0697503721618,0.890484749606,0.739967370294,0.74216801321,4372.10344085
510,0.0257185192762,0.0737943725478,0.0697863992797,0.892549506308,0.740764065449,0.746169817893,4458.518471
520,0.0256385261934,0.0735918731096,0.0696930260261,0.892827391233,0.74171269061,0.745058354289,4544.41922463
530,0.0256031964638,0.0740138835935,0.0697246104086,0.894334409596,0.742188428003,0.74572576816,4631.07601673
540,0.0254834072751,0.0740256900708,0.0696982160253,0.894491419969,0.741557910979,0.74639184276,4716.67990516
550,0.0254483572842,0.0741051449665,0.0697751738247,0.893856816851,0.740288328056,0.746540305761,4802.30104452
560,0.0254114652466,0.0739918398457,0.0697292713953,0.893335214333,0.739804041788,0.743425261275,4890.24196926
570,0.0253231646785,0.0735694545668,0.0701299063546,0.894725295121,0.740758366199,0.743136370894,4977.10982568
580,0.0252230345511,0.0737898078237,0.0702298847379,0.895124054598,0.741555061354,0.744396297499,5065.75699805
590,0.02520301325,0.0740664044484,0.0703342633018,0.895876907617,0.740443107687,0.744321396364,5152.59075648
600,0.0251841662156,0.0740367279863,0.0706299512153,0.895482085116,0.740764065449,0.743587116979,5238.43251017
610,0.0251009521946,0.0738729046967,0.0705308978855,0.895200919378,0.742188428003,0.742398073698,5351.16852636
620,0.0250104029008,0.0743061198134,0.0703689519678,0.895678512123,0.741557910979,0.743064148299,5446.80719872
630,0.024936738419,0.0746199173651,0.0704553954866,0.896947718358,0.738391077734,0.743585777708,5532.07792547
640,0.0248844741847,0.0750710340512,0.0708723528494,0.897105384893,0.738872514377,0.743587116979,5617.59915309
650,0.0248250093214,0.0750757833038,0.0710191976964,0.89646946945,0.736963865555,0.740623214034,5704.15884059
660,0.0247635666088,0.0752117619279,0.0712660475267,0.897303780388,0.739660660657,0.741443108717,5790.71319945
670,0.0247160352654,0.0751694419587,0.0711018893064,0.895951803909,0.739024444383,0.741730659828,5881.46993147
680,0.024678791978,0.0754622744863,0.0710057627289,0.896667208782,0.739184923264,0.742769900837,5966.86980693
690,0.0246319520823,0.0751650883923,0.070893555216,0.897143489202,0.73934255252,0.741881801369,6052.53345882
700,0.0246443630785,0.0750186066112,0.0709207453094,0.897303124225,0.73934255252,0.743435975437,6141.79857626
710,0.0245802433476,0.0751150058216,0.0711593132347,0.896231001159,0.741082173586,0.740992362632,6228.00798818
720,0.0245231749044,0.0754303640089,0.0711014995504,0.897816196628,0.740609285818,0.741067263768,6316.67442955
730,0.0244580421527,0.0756046792555,0.0711779600517,0.897855613261,0.739981618419,0.741513992042,6405.35922447
740,0.0244239414999,0.0757537517338,0.0712490107241,0.897695978238,0.739663510282,0.740399849897,6493.5565609
750,0.0243745857508,0.0756748480934,0.0712455657918,0.898687955711,0.740620684318,0.740849256712,6582.18935379
760,0.0243270094128,0.0758560014448,0.0714774729965,0.90007606801,0.742205525753,0.741295984986,6671.54089372
770,0.0243065511932,0.075666512903,0.0716725176771,0.898366717176,0.740614985068,0.739586651566,6761.15480382
780,0.0242646320241,0.0755441044671,0.0716809849187,0.898925111677,0.743154150914,0.740849256712,6849.74838084
790,0.0242683791945,0.0753061501765,0.0718382663617,0.897573135197,0.740454506187,0.737738230036,6939.01371318
800,0.024228225144,0.0752888387507,0.0718340894046,0.898765476653,0.742678413521,0.740777034116,7030.14925973
810,0.0241695269377,0.0750470275901,0.0719328697124,0.898526352199,0.743151301289,0.739666909782,7121.82344543
820,0.0241628602724,0.0747945541226,0.0719650131341,0.898725403856,0.742990822408,0.738924594776,7214.05745341
830,0.0241029226178,0.0749135919668,0.071892835039,0.899082122049,0.742199826503,0.738332082041,7300.57107108
840,0.0241373688192,0.074912556679,0.071990580045,0.898563144182,0.741087872836,0.738698552099,7391.78358937
850,0.0240460532691,0.0746383510798,0.0719201532423,0.898883070392,0.742990822408,0.739589330106,7478.91762997
860,0.0239772776082,0.0748811911428,0.0718738538674,0.900233078383,0.743784667938,0.740258083247,7565.94235481
870,0.0239840399627,0.0749325429853,0.0717210669274,0.899716725167,0.74172408911,0.738406983177,7652.75332984
880,0.0239567608828,0.0751494218132,0.0718364115612,0.898644602101,0.741881718366,0.738036495309,7739.54637601
890,0.0239305756072,0.0749775937952,0.0715873450542,0.898760883514,0.741245502092,0.738104700094,7826.47059514
900,0.0238871215851,0.0751315329854,0.0717578299749,0.9000327144,0.743469409426,0.739884916839,7913.81370113
910,0.023850150288,0.0756144017383,0.0720001921271,0.899517017347,0.74093594283,0.738106039364,8000.06754973
920,0.0238451269539,0.0758141005464,0.0721432804881,0.899081465886,0.7401420973,0.738329403501,8087.12514561
930,0.0237962410505,0.0755267417782,0.0721197900223,0.899635267248,0.743942297194,0.739217502968,8173.46347264
940,0.0237501654843,0.0754766877683,0.0721128496361,0.899118914032,0.744575663843,0.739440867105,8263.34764182
950,0.02371654011,0.07536953185,0.0723349520269,0.900149651976,0.742515085015,0.738701230639,8349.69343148
960,0.0237220433546,0.0752890290364,0.0722616133974,0.900745494623,0.741405980973,0.738851032911,8436.25188794
970,0.0236532780493,0.0756855538015,0.072322079198,0.901459587171,0.741887417616,0.739739132378,8525.95786654
980,0.0236359521853,0.0755277242987,0.0724046779342,0.900030745912,0.741566459854,0.739070379237,8612.90766669
990,0.0236131324758,0.0754538435642,0.0725537099798,0.898363436362,0.73934255252,0.737367742168,8700.21539911
1000,0.0235730461311,0.0756596611413,0.0727137253601,0.900863744524,0.741093572086,0.739814033513,8787.00540911
